Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
134123,2.063566793,0.100561155,-1.404885044,0.335095606,0.145287246,-1.402088125,0.454979817,-0.427434614,0.40538544,-0.017932688,-0.505083854,0.497324245,0.182433792,0.589592906,0.677423626,-0.313647144,-0.400950528,-0.647759981,-0.062324968,-0.240172261,-0.127110819,-0.264351526,0.229300648,-0.033667085,-0.012462953,-0.489761111,-0.025055398,-0.054623348,5,0
134936,-0.620163894,1.075341325,0.363635904,-0.904296739,0.454721935,-0.23068153,0.188210658,0.140788696,0.112802707,-1.118652043,1.509523433,0.379515686,0.483788127,-2.662172262,0.014729429,1.083996342,1.150567174,1.597787387,0.194433463,0.241131347,0.215143476,0.762131509,-0.24171745,0.692245544,-0.507886408,1.352838683,0.07228643,0.271512491,5,0
136703,2.193767302,-1.463339929,-1.211933948,-1.88920473,-0.392259665,1.029146417,-1.326721906,0.280635634,-1.500688984,1.615286161,0.8128373,0.091597025,0.642860223,-0.202942867,-0.145429476,-1.138380443,0.856346752,-0.834681762,-0.671555204,-0.513601578,-0.080715984,0.408797485,0.228702732,-1.641113194,-0.315381366,-0.048646374,0.057761043,-0.079779347,5,0
140563,-0.673237289,0.909080822,1.597102174,-0.723954265,0.522093556,0.453271339,0.448196579,0.209181906,0.190213094,-0.842942241,-1.527727535,-0.086198931,0.477583958,-0.268861625,0.748452479,0.173819379,-0.672951883,0.256231107,0.702176615,0.20328338,-0.276397285,-0.649073718,-0.315423379,0.00263569,0.496791454,-0.389668387,0.316018209,0.136542783,5,0
140646,-0.946050939,1.197832745,1.807528488,-0.374031627,-0.307423438,-0.391533262,0.258558528,0.376668306,-0.31755171,-1.293242439,-0.795660238,0.973567511,1.549865831,-0.090633829,0.472821517,0.000482945,-0.268998815,-0.124767405,0.424703196,-0.036091548,-0.118896436,-0.345452717,-0.227353454,0.052494145,0.375656444,-0.421531554,-0.038534629,0.016535489,5,0
143890,2.136485433,-0.6056715,-1.131004148,-0.751940071,-0.5656634,-0.511142677,-0.954361653,-0.034588142,-0.32098482,0.221879722,1.285275472,0.363013001,1.119650398,-2.12219357,-0.408537181,1.848333139,1.00673909,-0.063532375,0.539726657,0.080356897,0.278331854,0.94990134,0.058162782,-0.467432781,-0.113294147,-0.083735386,0.036971501,-0.025609924,5,0
144486,2.200263501,-0.975756283,-0.632140665,-0.966331931,-0.913007424,-0.316354653,-1.085567701,0.031806098,0.243984534,0.736945266,-1.176512276,-1.050934952,-0.694812944,-0.284165734,0.389062784,1.418126394,0.044366213,-1.261636022,0.756681497,-0.070174002,-0.084968154,-0.298792853,0.402067288,0.417165516,-0.470133197,-0.498209942,0.001977895,-0.039184756,5,0
144723,-0.499332617,1.216369512,1.696260904,0.658361416,0.755310284,0.154921214,1.054480486,-0.182802905,-0.347046962,-0.141074819,-1.358357318,-0.052885646,0.548261652,-0.277657395,0.38557023,-0.352325487,-0.418420334,-0.254597458,1.238476112,0.286806646,-0.591188049,-1.331946463,-0.273156946,-0.730171846,0.390989212,-0.828035305,0.179461885,-0.085509021,5,0
145155,2.37085222,-1.278329028,-1.323708966,-1.751311421,-0.697863125,-0.190653897,-1.055150452,-0.166468198,-1.255690732,1.561104656,-1.53465382,-0.838102395,0.902050038,-0.514552176,-0.122392763,-0.476853023,0.280891513,-0.026723462,0.073570719,-0.397353187,-0.216899669,-0.081149046,0.189463689,0.016337789,-0.054016766,-0.148351689,0.010509852,-0.052931612,5,0
148694,-1.188309195,1.052913436,1.379487119,-1.153049896,0.060981449,0.191917802,0.203443185,0.731454588,-0.137778962,-1.160393747,0.578572026,1.049626838,-0.131312613,0.270447934,-0.959280663,0.074219284,-0.288729525,-0.088687701,0.523895242,-0.013949599,-0.359468328,-1.049681553,-0.109368223,0.66482622,0.368903053,-0.321989019,0.139940131,0.052587612,5,0
156610,-0.138348598,0.657192812,-0.232362493,-0.805783518,0.181474494,-0.300888095,0.243885695,0.500732025,0.158744544,-0.891181628,0.188909029,0.660197833,-0.927357625,0.557617644,-1.504200061,-0.243981198,-0.221407335,0.325862465,0.334598773,-0.331979251,0.228185825,0.674604258,-0.125589496,0.797720561,-0.034450274,0.070203001,-0.123456127,-0.077336965,5,0
158901,1.964275769,-0.375366351,-0.409507246,0.25001177,-0.468158929,-0.127718927,-0.600875815,0.126535374,1.095409399,0.009104784,0.526961469,0.933562986,-0.250358717,0.206506266,0.062434358,0.460690682,-0.862764549,0.380067313,0.295010121,-0.235459924,-0.153798716,-0.327084557,0.323551392,-0.519824195,-0.430666141,-0.610524768,0.032316257,-0.046497918,5,0
159219,-1.411979567,0.673107433,0.153918166,-2.455783427,0.159846614,1.471746335,-1.573980467,-1.702492525,-1.227360344,-0.907362402,-0.691131356,-0.233065657,-0.189486851,0.285634348,0.0481935,0.574063302,1.073241918,-2.611891389,-1.366736545,0.544943308,-0.919001176,1.402126907,0.100640875,-0.348658166,-0.286300455,-0.218609357,0.269361594,0.137357744,5,0
159349,-1.167675167,-1.674519667,2.207347734,-0.967762666,0.506393838,-0.534210313,-1.876550436,0.377510447,-0.550808633,0.277680143,-0.81571775,-0.680395671,0.93771308,-0.827225603,1.310096925,1.231132648,0.178388727,-0.374812875,1.134893346,0.682449978,0.630689465,1.389127811,0.079761043,0.725579661,-0.330164455,0.056346265,0.143006794,0.18972816,5,0
166295,0.04606213,0.320555738,0.988183075,-0.6977102,-0.000342396,-0.058886793,0.125056613,0.2886911,0.602194276,-0.630464083,0.084484878,-0.13054613,-1.719091304,0.360605077,-0.23293501,0.546692542,-0.899918478,0.684110523,0.1079773,-0.279556229,-0.092193008,-0.294151477,0.073320831,-0.562760304,-0.730747074,-0.680860242,0.09694869,0.046092984,5,0
169858,-0.723655245,1.768732264,1.898849428,4.288310582,-0.08460392,0.88622334,0.128995499,0.104072782,-0.591990921,2.705729081,-1.159280752,-0.9302068,-0.136035902,-0.555446322,0.817636255,-0.125739723,0.011736331,0.406607243,0.819682607,0.707744319,0.075153379,0.912421399,-0.110390933,-0.022144476,-0.548622604,0.445953391,0.655129498,0.222877373,5,0
1509,-2.323760985,2.150902011,-0.060722323,-1.127868218,-0.507338403,-0.275404748,-0.165329591,1.104552679,0.538174958,0.621255424,-0.121763808,0.441878324,-0.779324659,0.480953683,-0.849395116,0.617838647,-0.516684089,0.291141175,0.237337943,0.425258529,-0.272163799,-0.623584176,-0.023296626,-0.54894769,0.147265327,0.359212847,0.567139061,0.338038608,5,0
1601,-2.399826915,2.129749832,0.376298584,-0.867666518,-1.095358698,-0.912192099,-0.188161179,1.073358672,0.569406654,0.640070286,0.718290637,0.429352591,-1.656305829,0.68257906,-0.852868163,0.337524845,-0.087772383,0.025835684,-0.161610561,0.345853585,-0.209611056,-0.481867176,0.11661084,0.490285228,-0.019234921,0.295787727,0.564129232,0.347281515,5,0
3748,1.472756095,-0.565842325,-0.873654301,-1.646359011,1.494724759,3.261445652,-1.21942748,0.719948919,0.364461905,0.299231298,1.008990436,-3.174860488,1.862585483,1.404162766,0.255207139,1.528730826,0.444970594,-0.873405103,0.778388777,0.146783772,-0.300506759,-0.878750444,0.113822717,0.918124492,0.370601229,-0.504439224,-0.012946235,0.009004654,5,0
19900,-0.223321302,-0.020907911,1.533976005,-1.409311556,-0.369080335,-0.34456509,-0.19390732,0.098965852,0.392505163,-0.267927803,1.261543167,-3.385682079,-0.093352031,1.305135438,-2.333275013,1.090844031,0.891518277,-0.614370186,0.611409629,-0.108093422,-0.091803137,-0.125274788,-0.187760273,-0.079640733,0.15292152,-0.422564202,-0.034345136,-0.024086798,5,0
19905,-0.174008999,0.090409063,1.559934564,-0.643673462,-0.204954079,-0.161587492,-0.266311231,-0.021408054,-0.080815429,0.064064216,1.680751258,-2.374093395,2.047745814,1.033715749,-1.845966186,0.443293416,1.260832578,-0.670661033,1.955008261,0.215885751,0.002014447,0.302306213,-0.115024237,-0.00925197,-0.37581931,-0.287351733,0.141092717,0.140177082,5,0
19909,1.463935158,-0.53930603,0.274801204,-0.434943732,-0.740462462,-0.332179677,-0.757185439,-0.12036657,1.100283689,0.162982221,-0.620652578,-3.820475719,0.504742176,1.179527782,-1.021420827,0.852644432,1.183419476,-1.061762443,1.062215866,-0.065585995,-0.24514039,-0.414188736,-0.104947029,-0.526130023,0.603059906,-0.225723998,-0.02161859,-0.005408241,5,0
19915,1.404682532,-0.554882769,0.612239489,-0.234955775,-1.190992331,-0.816823865,-0.775771287,-0.14263673,1.121637984,0.176953126,0.040088294,-3.822193928,-0.163951606,1.333486054,-1.024630391,0.633061577,1.517699144,-1.270648798,0.749865809,-0.125650965,-0.196110378,-0.303562416,0.005661191,0.313351968,0.473812862,-0.276617734,-0.02402555,0.002106282,5,0
41467,-1.981047033,2.076673908,-0.5961534,-0.031814187,2.31248204,5.02055812,-1.631492233,-4.806270611,0.153726221,0.628144101,-0.599673091,0.208042622,-0.403762996,0.114097665,0.071259423,-0.644790404,0.189961213,0.2869227,1.390649522,-0.985237497,5.229613513,-1.925524372,0.558448067,0.916528287,0.179540789,-0.250131982,0.130178062,-0.034714857,5,0
41675,-0.30928551,0.913818038,1.467596062,0.790216902,0.298136438,-0.056376412,0.710456583,0.058859082,-0.286477242,-0.556163172,-0.671220254,0.296772253,-0.060120126,-0.078169825,-0.321951268,-0.818346976,0.267226937,-0.83013055,-0.225287396,-0.136006323,-0.031018177,0.12228877,-0.207016129,0.085745094,0.232208579,-0.35269163,0.067194164,0.021080015,5,0
42962,-0.497905457,0.180206465,0.615807119,-2.330785283,0.640110398,0.607653433,-0.005043311,0.258967624,-1.184049311,0.454151655,-0.184659932,-0.797979626,-0.026649845,-0.173808939,-0.264998914,1.660646353,-0.618907393,-0.655918083,0.494998135,0.166130783,0.19592111,0.495722495,-0.316360872,-1.702577495,-0.082509849,-0.305266886,0.231214877,0.191509296,5,0
43707,1.105344356,-0.100839568,0.762666489,0.444181016,-0.372671102,0.495859092,-0.574489395,0.335250767,0.12131339,0.027472183,1.74881715,0.935908859,-0.127232101,0.354152896,1.08478868,0.085277759,-0.199120211,-0.33368855,-0.849743417,-0.154735317,0.236783242,0.759931427,-0.015304733,-0.244396447,0.213330962,0.500626689,0.017081599,0.002595973,5,0
49993,-2.159489696,-0.881536206,-0.7431623,-3.168580535,1.500367058,2.899428944,-1.177634524,1.804216952,1.108792014,-2.133445059,-0.745445911,0.648822751,0.103425053,0.378712785,0.738539528,0.424991299,-0.597107199,0.825525815,0.374296276,-0.270075569,0.251465473,0.558856968,0.367282828,1.070502483,0.023426046,-0.111321781,0.002401886,-0.409813064,5,0
57229,-0.724061649,-0.611209029,2.749799418,-1.349358115,-0.713621642,0.654813613,-0.972677012,0.461830256,0.106495605,-0.480550139,-1.447253397,-0.201257048,0.327365599,-1.592607753,-1.776111558,0.499157585,0.774854159,-1.639802452,0.228535401,0.092095007,0.256520724,0.991203241,-0.269476386,-0.205042808,0.102711797,-0.149728298,0.162391682,0.112439779,5,0
60582,1.280850896,-0.267739205,-0.945821163,-0.287630427,1.858054251,3.676675079,-0.746122928,0.913106637,0.516357889,-0.155080371,-0.566672872,0.268238943,-0.175233261,-0.051632222,-0.183350596,-0.007019994,-0.41678193,-0.114539143,0.561264519,-0.006506104,-0.163978011,-0.379009442,-0.102251586,1.058429731,0.708018786,0.426795259,-0.011512774,0.004974951,5,0
66017,1.167564842,-0.03734215,0.947828755,1.608696635,-0.804830189,-0.207559271,-0.366715121,0.082293323,1.000721251,-0.185223905,-1.215246742,0.139368733,-1.025968159,-0.255658339,-0.864834642,-0.488834915,0.20831834,-0.338665204,0.109377886,-0.227753882,-0.124315814,-0.05217411,-0.087220802,0.39848556,0.659975374,-0.284752476,0.051796433,0.023741554,5,0
66778,1.456537869,-0.821290361,-0.793369269,-1.822566259,1.187501423,3.404704949,-1.425558162,0.87260014,-0.683065724,0.680231343,-0.049863829,-0.754621395,0.303740279,-0.216745887,1.173075036,1.677760547,-0.385820907,-0.599905505,0.693839649,0.199926957,0.244665188,0.51803555,-0.112660988,1.040212756,0.614867135,-0.089172153,0.029932401,0.014653684,5,0
67091,-0.393762203,-0.21372507,1.105074984,-2.721208926,-0.582138464,-0.400520136,-0.323614853,0.046360283,-2.274536086,1.311488798,0.261695978,-0.944942371,-0.10043603,-0.253830429,-0.723937753,0.155399609,-0.251339659,0.818875826,-0.297628912,-0.276055041,-0.13374824,-0.016103059,-0.158060615,-0.396226088,-0.272589215,-0.396710774,0.256265996,0.190521356,5,0
67513,1.266792445,0.014547478,-0.823249563,-0.069699706,1.967025125,3.502294382,-0.658878767,0.892087542,0.054176293,0.022766595,-0.104336706,0.11298131,0.069120098,0.363707033,1.354070472,0.699149537,-1.050524224,0.248908253,0.004448844,-0.005708565,-0.244889492,-0.86113769,0.076781587,0.954504858,0.459236152,-0.607889002,0.039573863,0.027938974,5,0
68556,1.126009256,0.190186277,0.551481823,1.126996468,-0.311890436,-0.215260606,-0.132324635,0.147666868,-0.131598354,0.207196629,1.548036904,0.497902305,-1.118022814,0.767704816,0.630183702,0.107520065,-0.329931404,-0.069916313,-0.565926354,-0.232358809,0.026659391,0.045143158,0.036620591,0.176149089,0.370220213,-0.41962098,0.027142128,0.012113181,5,0
68854,1.237840553,0.317761935,-0.054927027,0.736961374,0.658921648,0.735362752,-0.007099155,0.115010324,-0.378432069,0.140816317,0.548169342,1.225262759,1.493793124,0.208622799,0.488011798,0.45388031,-1.031989029,0.153411319,0.00763938,-0.03189436,-0.04926999,-0.051351317,-0.184738522,-1.325932744,0.658010248,-0.330487641,0.040376363,0.001276663,5,0
71379,-0.7253939,0.483912634,2.480247964,0.245903457,-1.071888083,0.631173421,-0.649377824,0.295043527,-0.663855887,1.81606322,1.363904235,0.10165592,0.012034311,-0.416738075,1.313875996,-1.462359913,-0.168834799,2.192194838,-0.724274023,0.066628512,-0.060873006,0.795081313,-0.028755878,0.175565122,-0.677572363,-0.185916043,0.561143493,0.151098515,5,0
75951,1.214091471,0.356494842,0.675396088,1.228080162,-0.43723699,-0.793893248,0.047845953,-0.139211692,0.031401808,0.014591891,-0.319836467,0.327879007,0.157433058,0.263447069,0.9938247,0.318276186,-0.511957148,-0.373760381,-0.328336018,-0.130924806,-0.279324381,-0.818750033,0.147693598,0.339550998,0.285349529,-0.676620691,0.029201264,0.033441468,5,0
79814,1.535890459,-0.954006163,0.442290026,-1.324661911,-1.584578182,-1.039424007,-0.954620372,-0.219694795,-1.770541741,1.459251876,-0.560712117,-1.139390614,0.0063359,-0.211896396,0.620057865,-0.37960184,0.536659931,0.016507487,-0.238668836,-0.377356611,-0.225261568,-0.259236959,0.048730875,0.361271624,0.374130674,-0.204238515,0.028337329,0.018537568,5,0
80550,-0.922017698,0.962309967,1.024028318,-0.299815246,0.845970727,0.909084011,-0.11286509,0.792882398,-0.556612653,-0.956022769,-0.432412502,0.730584828,1.381429819,0.008901615,0.579348571,0.753788104,-0.804856751,0.105690384,-1.147402139,-0.011246705,0.134252115,0.016812626,0.19049684,3.948061498,-0.368674867,-0.915039747,0.038688411,0.109300423,5,0
115285,1.995309066,0.126891221,-1.699777341,0.453885483,0.165330231,-1.196250474,0.122806095,-0.193163964,0.417662673,-0.335450867,1.396003508,0.437100135,-0.758358828,-0.496252462,0.320130538,0.379481218,0.349827106,1.003473222,-0.258280559,-0.239630513,0.246551218,0.824031732,-0.010974011,-0.072267766,0.174489424,-0.118973176,-0.006159664,-0.0398397,5,0
117018,1.975910725,-1.556422499,0.018094166,-0.908703018,-0.921349625,1.959651742,-2.021111448,0.78014223,0.914990686,0.564332193,0.317683584,0.173836559,-0.690156976,-0.821337232,-0.845004119,0.437851525,0.894253037,-1.855762524,0.270498392,-0.176947756,0.219252303,0.98706801,0.240805991,-1.617662686,-0.529489443,-0.074789379,0.102345526,-0.065980838,5,0
117621,2.284183014,-1.345714974,-1.003970758,-1.679683302,-1.088487513,-0.389669902,-1.170236362,-0.057064255,-1.469702546,1.755786052,0.669315418,-0.258298166,0.06464534,-0.15442672,-0.855628284,-0.408520818,0.278936136,0.392761358,0.159965791,-0.444176572,-0.129574766,0.092798814,0.269411518,0.738553099,-0.18915556,-0.214785043,0.00039111,-0.056382251,5,0
121242,2.103586671,0.252652379,-1.973630715,0.366485126,0.565437998,-1.110144402,0.319015595,-0.400375947,0.510790932,-0.496242745,-0.823714201,0.283742912,0.960057615,-0.937372649,0.856056771,0.364702793,0.097292612,0.622045023,-0.178280747,-0.127005246,0.160764922,0.682378603,-0.117323046,-0.695314326,0.373436051,-0.063591774,0.001951012,-0.036045136,5,0
132349,-0.156716856,-0.002402956,-1.4481818,-1.840821537,3.144172949,3.175330118,0.262459436,0.662616208,-2.067841589,0.477932896,-0.405770616,-0.542009525,-0.127981774,0.64417763,0.216706339,-2.695042302,0.465086422,0.735580414,0.332147547,-0.261272331,-0.170041595,-0.050488133,-0.267473805,0.761876048,0.161568452,1.014339903,0.075449607,0.117413755,5,0
135192,2.123223843,-1.163756208,0.036296919,-1.183439328,-1.633890507,-0.535410287,-1.343193557,-0.022947903,0.630021906,0.460466518,-0.946223915,0.383830684,0.929395208,-0.573818525,0.838532246,-1.077832614,-0.263449196,1.220408194,-0.765323765,-0.545648647,-0.326289355,-0.248797695,0.398353265,-0.06288431,-0.735884963,0.744628541,0.003551205,-0.039617938,5,0
138948,0.190391443,1.162092531,-0.580253948,0.938119744,1.04659025,-1.245132978,1.415371648,-0.69761214,-0.49448583,-0.185975249,-0.469419213,-0.925044589,-0.910973146,-0.5870286,1.299315859,-1.644342019,1.785354942,0.471256495,2.859968462,0.229053199,0.109223987,0.714878811,-0.440074572,-0.042258171,-0.116751891,0.630695711,-0.12478576,-0.033979108,5,0
147702,2.062963108,-0.252585264,-3.047842419,-0.805987111,2.689287814,3.044989901,-0.156353845,0.651752701,0.475829562,-0.094249117,0.022623455,0.416071689,-0.267387938,0.789602379,0.806640506,-0.683972927,-0.402077383,-0.421434865,-0.079917932,-0.188343511,0.104380577,0.374760627,0.05385843,0.71369105,0.40988011,-0.497958842,0.010885368,-0.065359077,5,0
148840,-1.82850959,-0.668473862,2.186601023,0.294606106,1.382580784,-0.875336297,-0.54755385,-0.12918009,0.526740052,-0.170918001,-0.416241164,-0.070963448,-0.30355743,-0.262518331,1.313599461,-0.471445655,-0.057301716,-0.125140911,0.977400446,-0.307983574,-0.310118789,-0.462794852,-0.512580638,1.106186462,0.072086697,-0.405170825,-0.126398317,-0.107232771,5,0
153538,2.276025608,-1.345898525,-1.006770769,-1.690453895,-1.041541755,-0.296715759,-1.176620382,-0.037664253,-1.489378864,1.7436678,0.732940703,-0.175397987,0.186144729,-0.173942688,-0.821183912,-0.470316435,0.324998398,0.291546297,0.090596917,-0.442221971,-0.122854463,0.124927616,0.27354659,0.682413568,-0.198838489,-0.209521085,0.004362702,-0.056766256,5,0
153742,-0.359077887,0.954214008,0.977087606,1.059282523,0.684176994,0.397606041,0.690282334,0.127445196,0.150611736,-0.339772292,-1.723443049,0.244293267,-0.121738316,-0.343828691,-1.444925109,-1.24531202,0.414939353,-0.522423048,1.407126281,0.128522777,-0.322870063,-0.486061885,-0.148970041,0.559490759,0.052410461,-0.661009377,0.439081996,0.224995812,5,0
154307,1.986174413,-0.771918329,-1.726111846,-0.902617843,1.659367095,3.847990078,-1.290506002,1.044350158,1.362830356,-0.19221235,-0.187509057,0.492267926,-0.039513083,-0.023093665,0.921743251,0.020468344,-0.541985092,-0.005534662,-0.249678858,-0.135980952,0.175431093,0.652669143,0.178499879,0.74537408,-0.131389431,0.146331177,0.036084483,-0.048964928,5,0
157729,-1.254548423,0.94188083,1.525444572,-0.455663962,0.160774639,-0.019439005,0.074280211,0.461239401,-0.212571016,-1.172884182,-0.94364536,0.829411037,1.469169771,-0.112771398,0.565695675,0.066001969,-0.338204514,-0.031531892,0.493315191,0.006615518,-0.110423117,-0.452721721,-0.159572853,0.664744134,0.406529115,-0.460189311,-0.178883035,0.013444835,5,0
158982,2.142721634,-0.21101663,-1.468767787,0.70230606,-0.042802582,-1.051754268,0.226856081,-0.454677917,-0.925677747,1.039217941,-1.070511987,0.424359309,0.762794268,0.210316356,-0.713734825,-2.228322676,0.069717494,0.586940046,-0.987251241,-0.667755929,-0.340845535,-0.246030223,0.108344086,-0.039341904,0.312661024,-0.536000976,0.020493896,-0.05414833,5,0
171110,-1.918631584,0.421795724,1.457709559,0.539083906,1.09303225,0.891838344,0.221168225,0.244224567,-0.228190317,0.439548325,0.387540333,0.615586438,0.996364381,-0.282424463,0.652043193,0.37125745,-1.008246006,0.840030775,1.154650661,-0.005046652,-0.280686186,-0.207491189,0.314942656,-0.162240079,0.550036166,-0.665837842,-0.451218831,-0.238105735,5,0
1511,-0.839604941,0.917092767,1.516447965,-0.722513458,-0.280495631,-0.738683505,0.570512553,0.173506148,0.145741697,-0.144304368,0.923959194,0.07116543,-1.778281686,0.331644551,-0.832506623,0.179303305,-0.389865465,0.013952452,-0.030200228,0.047359274,-0.176409629,-0.372164759,-0.038796635,0.508456657,-0.273052138,0.272952439,0.395792714,0.229523131,5,0
2013,-1.513161514,1.409711201,1.745922228,0.596409817,0.08221072,0.098114293,0.508320404,-0.06731815,-0.528350895,0.521864428,1.669198691,0.505652355,-0.386265504,0.312463263,0.877390442,-0.432541118,-0.104645529,0.051973083,0.40563072,-0.142991118,0.201690329,0.248658601,-0.186454584,0.212918556,0.158447269,-0.394526536,-0.884369454,0.128102784,5,0
19909,1.439634114,-0.563343971,0.407848766,-0.350557124,-0.947156585,-0.5378476,-0.780948587,-0.116182276,1.146213676,0.175917953,-0.394268806,-3.951413494,-0.012237818,1.290966017,-0.996123852,0.774849709,1.333273955,-1.11667953,0.93703862,-0.105918232,-0.228023685,-0.388974109,-0.057388376,-0.197810805,0.542166652,-0.245295242,-0.024162517,-0.002939299,5,0
19913,1.38570037,-0.536051659,0.51786658,-0.438609499,-0.876403067,-0.278198867,-0.812426716,-0.035884375,0.720800852,0.314546056,1.629267432,-2.667086645,0.889816636,1.295255881,-1.819658184,0.874584724,1.085756951,-0.800706255,1.155904541,-0.034670611,-0.153581186,-0.163069007,-0.06036464,-0.039353678,0.524117224,-0.277329839,-0.021208152,-0.009081505,5,0
33942,-0.423833258,0.929507626,1.222695563,0.848953179,0.287703771,-0.379154797,0.579812521,0.000856716,-0.40984506,-0.105179132,-0.496989596,-0.661690243,-1.165843948,0.572573654,1.403970523,-0.576381386,0.151785836,-0.20478427,0.088345243,-0.140471209,0.185522114,0.523221034,-0.13515131,0.061538129,-0.384877797,-0.313835186,0.053819577,0.160229344,5,0
40483,-0.713467764,0.212344254,1.813445264,0.199952138,-0.643568959,0.902225888,-0.910249865,0.469419739,-0.388684083,1.288746501,-1.749728351,-1.556088904,-0.867672134,-0.203994147,2.212040327,-1.144469111,-0.194715917,2.286778517,-0.501096999,-0.213770783,-0.117354714,0.352754529,-0.051956212,-1.038678872,-0.539869917,-0.073857725,0.475521642,0.334541572,5,0
40539,-1.881040964,-1.476581941,1.803041018,0.6860796,2.843711174,-0.427338319,-0.823826994,0.157247099,0.009839095,-0.247575277,-1.572296144,0.150116786,0.887563362,-0.475265853,0.479786954,-0.620097835,-0.02901388,-0.50531163,1.300608533,0.756994857,-0.172965905,-0.74548251,0.017581442,-1.29468232,0.367340001,0.400777682,-0.178345908,-0.124973749,5,0
42383,1.27694338,-0.092175533,0.141912288,-0.049657414,-0.295495064,-0.369169042,-0.201265751,0.013698894,0.417781606,-0.144295005,-0.67937885,-0.498806048,-0.984874459,0.437453375,1.469756225,0.190252762,-0.149965597,-0.621837361,-0.16194329,-0.158606791,-0.110295221,-0.317560928,0.014655215,-0.397874336,0.210506825,1.012334761,-0.072106138,-0.006089558,5,0
47987,-1.000334085,-0.014844377,1.859354422,2.035532409,0.802919624,-0.597404121,-0.165454017,0.168824078,-0.419732652,-0.064302831,-0.363471146,-0.043281425,-0.726406537,0.268485332,0.724979737,-1.561244474,1.077852429,-0.602240131,1.342677564,0.290924016,0.080359005,0.195658021,-0.00605957,0.404966827,0.039170252,-0.099512871,0.129721374,0.134614215,5,0
48105,1.110204196,0.137518811,0.838654914,0.999622606,-0.480472794,-0.102412621,-0.300570567,0.203122884,0.013915707,0.107296774,1.653855413,0.760207686,-0.717860533,0.597927794,0.778219506,0.249238615,-0.408878123,-0.131875692,-0.509348339,-0.201815716,-0.106752393,-0.347671481,0.162645785,0.156088549,0.145906804,-0.621015693,0.045698236,0.021657357,5,0
52057,1.229877398,0.07413465,-0.002822747,0.90787305,0.627463944,1.357756677,-0.25423494,0.282171026,0.261537957,-0.020414753,-0.334437814,1.15123002,0.978366927,-0.210597543,-0.854486675,-0.011259939,-0.65882204,0.103571789,0.540379856,-0.072038026,-0.106337112,-0.001658917,-0.306732511,-1.657347554,0.861487888,-0.182264366,0.056715386,-0.006262657,5,0
54328,1.511803811,-1.159415097,1.211516664,-1.430692153,-1.907580942,-0.172030321,-1.670297129,-0.016656864,-1.383127197,1.358431941,-0.798756777,-0.406766579,2.049492944,-1.062798531,1.058045726,0.282771302,-0.047218693,0.711068507,-0.478510373,-0.222358158,0.05114584,0.663540638,-0.070756497,-0.080121988,0.315945288,-0.013300362,0.092826604,0.034442982,5,0
65655,-0.256238296,0.68020944,0.406765295,-0.412482019,2.677419444,3.701335842,0.26775664,0.532342469,-0.089729821,0.534269557,-0.042498028,-0.398510085,-0.009894831,-0.157073508,1.530180542,0.139603443,-1.024896767,0.443662897,0.789145427,0.380813768,-0.25451668,-0.453661717,-0.076468188,0.957144971,-0.492418901,-0.665918352,-0.012051907,-0.214919182,5,0
70273,-1.3780375,0.038569217,0.597209433,-2.62683732,-1.115575548,-0.257420824,-1.08386736,0.937502644,-2.689633096,0.673161837,0.487164393,-0.500981587,-0.170658682,0.427864697,-0.596530503,0.064494742,0.453768792,0.330137308,-0.851755116,-0.77759733,0.023417331,0.118835322,0.149148179,-0.352499696,-0.208597231,-0.397755804,-0.341598143,-0.049608634,5,0
71500,-0.520846593,0.858898487,1.375335526,0.019985018,0.379937479,-0.388051638,0.756800606,-0.282887949,0.202237204,-0.004135304,-0.29459171,0.169986746,0.161889096,-0.215873327,0.652682635,0.09670195,-0.727030941,-0.610391366,-1.306368898,-0.263427134,0.009702793,0.129896189,0.265837208,0.015439863,-1.321116158,-1.004049976,-0.281230017,0.020395621,5,0
73076,-0.281177985,-0.08067849,2.20278177,-1.236098883,-0.914111642,0.219538642,-0.548450129,0.314201058,-1.056211042,0.197499804,1.377009673,0.052478958,0.017181123,-0.522320652,-0.406871584,0.816258678,0.47500377,-0.911231302,0.500945307,0.093352575,0.508962458,1.522772189,-0.262351783,0.280651699,-0.04207839,-0.032834263,0.108055675,0.049391959,5,0
73939,-0.357930501,1.206471648,1.042896966,1.068889223,-0.391216759,-0.655914504,0.23406514,0.402936337,-0.698941654,-0.433149031,0.086384491,0.367418098,-0.075774131,0.676219627,1.213582968,-0.512928234,0.42632623,-0.676691272,-0.120774059,-0.200722775,0.030231796,0.007413508,0.17502166,0.578884936,-0.497003924,-0.554756978,-0.020333097,-0.010844925,5,0
84299,-2.691983991,3.032859375,-0.194236928,2.928470653,-1.48495088,0.335566299,-1.848929838,-0.616118953,-1.55692126,0.558993501,-0.633046765,0.472603106,0.044091701,1.570240525,1.312140322,0.100946217,1.208325607,-0.312163966,0.150731456,-0.800012281,2.535140342,-0.609022949,0.59355669,0.332535412,-0.37338737,0.119105756,-0.434067631,-0.125831101,5,0
